Urban_geoid,Urban_name,Clim_zone,Coastal?,CUHI Day (25th %tile),CUHI Day (75th %tile),CUHI Day (Difference),CUHI Night (25th %tile),CUHI Night (75th %tile),CUHI Night (Difference),SUHI Day (25th %tile),SUHI Day (75th %tile),SUHI Day (Difference),SUHI Night (25th %tile),SUHI Night (75th %tile),SUHI Night (Difference)
40753,"Huntington, WV--KY--OH",Temperate,False,-0.20533277,0.0015558517,0.20688862,0.5536979,0.10097488,-0.452723,0.29259205,-1.2225955,-1.5151875,0.6830156,0.37992322,-0.30309236
40780,"Huntsville, AL",Temperate,False,-0.039923593,0.09276111,0.13268471,0.33935577,0.26076096,-0.078594804,0.8119745,0.9352288,0.1232543,0.54274714,0.3087658,-0.23398134
42157,"Jackson, MI",Snow,False,-1.2215149,-0.02028326,1.2012317,0.46962905,-0.05527349,-0.5249025,2.092075,-2.1674776,-4.259553,0.7164606,0.22181132,-0.49464926
42265,"Jackson, TN",Temperate,False,0.09316102,-0.15556642,-0.24872744,0.26166624,0.22737855,-0.03428769,0.59169036,-1.4554206,-2.047111,0.36582038,0.34374988,-0.022070497
42346,"Jacksonville, FL",Temperate,True,-1.2490633,0.017336497,1.2663997,0.37035066,0.39233062,0.021979958,1.9622462,0.08841751,-1.8738286,0.57415974,0.5605531,-0.0136066675
42400,"Jacksonville, NC",Temperate,True,0.14201058,0.07009719,-0.07191339,0.47237587,0.23578054,-0.23659533,0.33729276,-1.3015027,-1.6387955,0.9451223,0.5189014,-0.4262209
43210,"Johnson City, TN",Temperate,False,-1.1235902,-0.6691387,0.4544515,0.1407542,0.036208574,-0.10454562,-1.2114228,-2.573755,-1.3623322,-0.09709376,-0.45969772,-0.36260396
45235,"Kingsport, TN--VA",Temperate,False,-0.5906371,-0.6959519,-0.10531479,0.12716812,0.015218064,-0.111950055,-1.2811135,-2.4145365,-1.133423,-0.014143442,-0.10137559,-0.08723214
45451,"Kissimmee, FL",Temperate,False,-1.7702,-0.18302417,1.5871758,0.79099274,0.2414255,-0.5495672,1.4157373,-1.3535315,-2.7692688,0.57486403,0.40878195,-0.16608208
45640,"Knoxville, TN",Temperate,False,-0.087386,-0.05514514,0.032240856,0.40872657,0.28395563,-0.12477094,1.476051,-1.3935888,-2.8696399,0.46787268,0.30623722,-0.16163546
45937,"Lady Lake--The Villages, FL",Temperate,False,-0.23371026,-0.30393302,-0.070222765,0.15040009,0.21107058,0.060670495,-2.3935275,2.4749386,4.8684664,0.4641605,0.63170344,0.16754293
46828,"Lakeland, FL",Temperate,False,-2.1869073,0.102051355,2.2889585,0.25522572,0.2499912,-0.0052345246,1.7660111,1.8495516,0.08354044,0.55017596,0.39178857,-0.1583874
47530,"Lancaster, PA",Temperate,False,-0.011480125,0.019705191,0.031185316,0.63838434,0.33620745,-0.3021769,1.1525596,-0.9608369,-2.1133966,0.81074226,0.44650823,-0.36423403
