Urban_geoid,Urban_name,Clim_zone,Coastal?,CUHI Day (25th %tile),CUHI Day (75th %tile),CUHI Day (Difference),CUHI Night (25th %tile),CUHI Night (75th %tile),CUHI Night (Difference),SUHI Day (25th %tile),SUHI Day (75th %tile),SUHI Day (Difference),SUHI Night (25th %tile),SUHI Night (75th %tile),SUHI Night (Difference)
48394,"Lawton, OK",Temperate,False,-1.5550429,-0.44241259,1.1126302,0.6832074,0.46697488,-0.21623251,1.3291101,-0.6040628,-1.933173,1.1247288,0.3502207,-0.7745081
48826,"Lee's Summit, MO",Temperate,False,-2.181972,-0.14568754,2.0362844,0.25114504,0.45017558,0.19903055,2.9754648,-0.58370495,-3.5591698,0.7591783,0.31032103,-0.44885725
49312,"Lewiston, ID--WA",Temperate,False,0.3546845,-1.025899,-1.3805835,0.68190044,0.027814575,-0.6540859,1.7822704,0.21051896,-1.5717515,1.4884682,0.7316087,-0.7568595
49339,"Lewiston, ME",Snow,False,0.4460978,-0.060909607,-0.5070074,0.5958369,0.3250681,-0.2707688,2.7505908,-2.0141215,-4.7647123,1.397496,0.90541685,-0.49207914
49933,"Lincoln, NE",Snow,False,-0.08812238,-1.9210166,-1.8328942,0.5431024,0.06815217,-0.47495022,2.6772346,-0.5096759,-3.1869106,1.400337,1.0111804,-0.38915658
50392,"Little Rock, AR",Temperate,False,0.054561093,-0.017583514,-0.072144605,0.2659737,0.24669322,-0.019280463,0.08136265,-0.41082633,-0.492189,0.8547566,0.8154354,-0.039321184
50527,"Livermore, CA",Temperate,False,0.52687883,0.47552583,-0.051353008,0.53066695,0.6192454,0.08857846,3.4629936,3.1277914,-0.33520222,1.4144211,1.2081289,-0.20629215
50851,"Lodi, CA",Temperate,False,0.44676957,-0.18678243,-0.633552,0.68912745,0.3079961,-0.38113135,2.6924276,0.15995933,-2.5324683,0.42834204,0.73523796,0.3068959
50959,"Logan, UT",Snow,False,-1.8181026,-1.5074034,0.31069922,0.67490745,-0.09460878,-0.7695162,0.6172661,-0.3303943,-0.94766045,1.1915503,0.96845394,-0.22309631
51040,"Lompoc, CA",Temperate,True,0.39349157,-0.7352462,-1.1287377,0.61818683,0.0031283852,-0.6150584,-0.5866929,-1.05024,-0.4635471,-0.16649061,0.52829224,0.69478285
51175,"Longmont, CO",Snow,False,0.32280052,-0.6889637,-1.0117643,0.8278248,-0.00049405574,-0.82831883,0.7573109,-1.2752101,-2.032521,1.7079141,0.55185527,-1.1560588
51256,"Longview, TX",Temperate,False,-0.048984483,-0.018631388,0.030353095,0.30796,0.25821388,-0.049746126,1.4647819,-1.3056779,-2.7704597,0.9820104,0.29110265,-0.6909078
51283,"Longview, WA--OR",Temperate,True,0.77984214,-0.83089083,-1.610733,0.8082238,-0.49522597,-1.3034497,3.9280334,-2.118016,-6.046049,1.6734537,0.3278523,-1.3456013
51445,"Los Angeles--Long Beach--Anaheim, CA",Temperate,True,0.8399288,-0.08683023,-0.926759,0.71952975,0.45310214,-0.2664276,3.4936044,1.1971729,-2.2964315,0.7953547,0.5891658,-0.20618892
51499,"Los Lunas, NM",Arid,False,-1.2612275,-2.0719078,-0.81068027,-2.1258595,-1.7421237,0.38373578,-1.8502121,-3.7927942,-1.9425821,-0.3552666,0.053771887,0.40903848
51877,"Lubbock, TX",Arid,False,0.100932956,0.13708831,0.036155358,0.59195006,0.52395344,-0.06799662,0.2376185,0.020862386,-0.21675612,1.4680735,1.2424524,-0.2256211
52390,"McAllen, TX",Arid,False,-0.6516725,-2.2424293,-1.5907568,0.077688545,0.4104116,0.33272305,-0.19885516,-0.15195715,0.046898007,0.66750664,1.0260508,0.35854417
52687,"McKinney, TX",Temperate,False,-1.6916461,0.015190685,1.7068368,0.46237957,0.42071825,-0.041661322,1.2746434,2.3154988,1.0408554,1.165519,1.4642811,0.29876208
52984,"Madera, CA",Arid,False,-0.11718208,-1.0176002,-0.9004181,0.66116,-0.2076324,-0.8687924,0.588772,-0.35802108,-0.9467931,0.93211985,0.2564303,-0.6756896
53200,"Madison, WI",Snow,False,0.050622363,-0.036898106,-0.087520465,0.46976197,0.31126368,-0.15849829,1.1309536,-0.22218211,-1.3531357,1.3560102,0.7378794,-0.6181308
53794,"Mandeville--Covington, LA",Temperate,True,0.077854216,0.118372604,0.04051839,0.2435864,0.23727074,-0.0063156635,-0.92065275,0.24510531,1.165758,0.48414505,0.3249763,-0.15916875
