Urban_geoid,slope_CUHI_day,slope_CUHI_night,slope_SUHI_day,slope_SUHI_night,Urban_name,Clim_zone,Coastal?
72112,-0.059703193666805966,-0.010585347577060757,-0.1464086690460854,-0.05713182536889241,"Prescott Valley--Prescott, AZ",Arid,False
72505,-0.021801655143130164,-0.004183425349273072,-0.04984472858263906,-0.011589111945702208,"Providence, RI--MA",Temperate,True
72559,-0.040502144929390214,-0.014804054091944872,-0.06593282433439922,-0.01490849719854256,"Provo--Orem, UT",Snow,False
72613,-0.016030435548359867,-0.031125939235404087,-0.11316997731878915,-0.05485960488497569,"Pueblo, CO",Arid,False
73153,0.004996467185450491,0.001435461487393617,-0.06887567503869492,-0.029866844676793552,"Racine, WI",Snow,False
73261,0.002356386330919247,0.0002493442073010593,-0.00792213439934116,-0.0014877566553371906,"Raleigh, NC",Temperate,False
73396,-0.051538129397512907,-0.046927586100670285,-0.051072216971660284,-0.030823607742980746,"Rapid City, SD",Snow,False
73693,-0.039814017747063314,-0.021928318729593284,-0.08820388693805649,-0.02366860856252583,"Reading, PA",Temperate,False
73774,0.004116427766531574,-0.008578301021660142,-0.017659374886460424,-0.022629875822372837,"Redding, CA",Temperate,False
74179,-0.03458417146442164,-0.019514693849468526,-0.05304039014899491,-0.014777476881325665,"Reno, NV--CA",Temperate,False
74746,0.0022552014660215027,-0.0019365593588758078,-0.021356456028393353,-0.005362480894669724,"Richmond, VA",Temperate,True
75340,-0.021133419267285323,-0.01644892496235884,-0.03624240260611382,-0.012464644214173959,"Riverside--San Bernardino, CA",Temperate,False
75421,-0.024722761492440907,-0.049778901423804055,-0.06276725455299018,-0.04113695332362547,"Roanoke, VA",Temperate,False
75637,-0.002831096314632033,-0.004568462072300639,-0.03740384782682707,-0.01715986617742022,"Rochester, MN",Snow,False
75664,-0.010334704237197498,-0.012671250787015831,-0.055280090587311814,-0.016609029287987243,"Rochester, NY",Snow,False
